name,state,published,closing
MAINTENANCE & REPAIR OF HEATING & COOLING SYSTEM FOR THE TOWNSHIP OF ABERDEEN FOR ONE YEAR WITH AN OPTIONAL RENEWAL FOR A SECOND YEAR,"
								New Jersey","
								08/12/2021","
								08/20/2021"
Town Center Distributed Energy Microgrid Design Consultant,"
								New Jersey","
								08/12/2021","
								08/19/2021"
IVHC Temporary Storage,"
								Illinois","
								08/12/2021","
								08/16/2021"
DNR Mason Nursery Soil Fumigation,"
								Illinois","
								08/12/2021","
								08/18/2021"
IVHM FY21 Utility Vehicle for Stores,"
								Illinois","
								08/12/2021","
								08/18/2021"
,,,
Laboratory Equipment and Accessories for the Houston District Lab Office,"
								Texas","
								08/12/2021","
								08/26/2021"
Drones with Accessories,"
								North Carolina","
								08/12/2021","
								08/26/2021"
FY22-FY24 Chicago-Read Heating and Air Conditioning Repair and Maintenance,"
								Illinois","
								08/12/2021","
								08/18/2021"
"REFLECTIVE LICENSE PLATE SHEETING, INKS, AND THINNERS","
								North Carolina","
								08/12/2021","
								08/26/2021"
"Professional Development Services to Provide Improved Diversity, Equity and Inclusion Practice","
								New Jersey","
								08/12/2021","
								08/26/2021"
Township Engineering Services,"
								New Jersey","
								08/12/2021","
								08/18/2021"
AGR - DQSF - B&G - Power Harrow,"
								Illinois","
								08/12/2021","
								08/16/2021"
HEAVY DUTY PORTABLE AIR CONDITION,"
								Texas","
								08/12/2021","
								08/25/2021"
Test Barn Supervisor,"
								Texas","
								08/12/2021","
								08/24/2021"
Institute for Social Capital (ISC) Data Warehouse Solution,"
								North Carolina","
								08/12/2021","
								08/23/2021"
HDPE Pipe,"
								North Carolina","
								08/12/2021","
								08/23/2021"
Generations Center Skate Park Fence,"
								California","
								08/12/2021","
								08/19/2021"
Property Abatement Services,"
								North Carolina","
								08/12/2021","
								08/19/2021"
2021 MILL & OVERLAY AT VARIOUS LOCATIONS,"
								New Jersey","
								08/12/2021","
								08/18/2021"
Mowing & Landscaping Services at the J Douglas Gaylon Depot,"
								North Carolina","
								08/12/2021","
								09/02/2021"
RESURFACING OF LOCUST AVENUE,"
								New Jersey","
								08/12/2021","
								08/19/2021"
Radio Equipment,"
								North Carolina","
								08/12/2021","
								08/18/2021"
Roebuck Stadium Video Scoreboard Package,"
								North Carolina","
								08/12/2021","
								08/23/2021"
RETROFIT AND UPGRADE OF TXDOT OWNED PMW HAMBURG WHEEL TRACKING DEVICE,"
								Texas","
								08/12/2021","
								08/23/2021"
Open Enrollment - Impartial Hearing Officers,"
								Texas","
								08/12/2021","
								08/25/2021"
"Sale of Real Property - 2115 E. Frankford Road, Carrollton, TX 75007","
								Texas","
								08/12/2021","
								08/31/2021"
HAPCO POLES,"
								Kentucky","
								08/12/2021","
								08/31/2021"
"Temporary Services for LPNs, RNS, Home Health Aides, etc","
								Ohio","
								08/12/2021","
								08/18/2021"
"Fire Alarm & Security Monitoring, Maintenance, and Fire Inspection Services","
								Virginia","
								08/12/2021","
								08/31/2021"
"High Spec Touring Coach, Maintenance & Repairs","
								Virginia","
								08/12/2021","
								08/31/2021"
156664 Culpeper District Office Building HVAC Replacement,"
								Virginia","
								08/12/2021","
								08/31/2021"
VEHICLE COLLISION REPAIRS,"
								New Jersey","
								08/12/2021","
								08/25/2021"
Lawn Care,"
								North Carolina","
								08/12/2021","
								Not Stated"
"Temporary Services for LPNs, RNS, Home Health Aides, etc","
								Ohio","
								08/12/2021","
								08/18/2021"
"PANEL FENCE: BASEBALL OUTFIELD, ROUND ROCK HIGH SCHOOL","
								Texas","
								08/12/2021","
								08/26/2021"
"Fire Alarm Service, Maintenance and Monitoring","
								Florida","
								08/12/2021","
								08/18/2021"
SUPPLY OF POOL CHEMICALS FOR SNUG HARBOR POOL,"
								New Jersey","
								08/12/2021","
								08/25/2021"
Modular Offices Electrical Hookup for Temporary Town Hall,"
								Florida","
								08/12/2021","
								08/26/2021"
Ezzard Charles Plaza at Laurel Park,"
								Ohio","
								08/12/2021","
								08/24/2021"
"FURNISH AND DELIVER COVERALLS, RAINWEAR AND BOOTS TO VARIOUS LOCATIONS FOR A ONE-YEAR PERIOD","
								Illinois","
								08/12/2021","
								08/31/2021"
Transformer Testing-Broadway Substation,"
								Tennessee","
								08/12/2021","
								08/31/2021"
Materials,"
								New Jersey","
								08/12/2021","
								08/31/2021"
Fiber to Home,"
								Virginia","
								08/12/2021","
								08/31/2021"
ROTARY MORROW PARK – Phase 1,"
								Washington","
								08/12/2021","
								08/31/2021"
Pelco Security Equipment contract,"
								Utah","
								08/12/2021","
								08/31/2021"
Resident / Customer Satisfaction Survey,"
								North Carolina","
								08/12/2021","
								08/31/2021"
Architect/Engineer Qualifications,"
								Mississippi","
								08/12/2021","
								08/31/2021"
One or More New Tandem Axle Dump Trucks,"
								Mississippi","
								08/12/2021","
								08/31/2021"
Animal Shelter Supplies,"
								New York","
								08/12/2021","
								08/26/2021"
Cast Iron Drainage Items,"
								New York","
								08/12/2021","
								08/26/2021"
69KV Oil Circuit Breaker Bushing Replacement & Testing at Telford Substation,"
								Tennessee","
								08/12/2021","
								08/31/2021"
Steel Poles,"
								Tennessee","
								08/12/2021","
								08/25/2021"
13KV & 69KV Circuit Breakers,"
								Tennessee","
								08/12/2021","
								08/25/2021"
Transformer Testing & Transformer Bushing Replacement-West Primary Substation,"
								Tennessee","
								08/12/2021","
								08/31/2021"
IMPROVEMENTS TO CHRISTOPHER COLUMBUS PARK SPLASHPAD,"
								New Jersey","
								08/12/2021","
								08/31/2021"
Select Fill,"
								Texas","
								08/12/2021","
								08/31/2021"
Common Base,"
								Texas","
								08/12/2021","
								08/30/2021"
Gravel & Blast Furnace Slag,"
								Michigan","
								08/12/2021","
								08/31/2021"
Bid Culverts,"
								Texas","
								08/12/2021","
								08/30/2021"
NOTICE TO BIDDERS FOR ROAD AND BRIDGE MATERIAL1,"
								Texas","
								08/12/2021","
								08/30/2021"
Facility and Staff Equipment (Computers & Accessories),"
								Florida","
								08/12/2021","
								08/26/2021"
Limestone Flex Base,"
								Texas","
								08/12/2021","
								08/30/2021"
Mowing Services & Grounds Maintenance,"
								Texas","
								08/12/2021","
								08/26/2021"
Computer Equipment- Server IT,"
								New Hampshire","
								08/12/2021","
								08/30/2021"
To Provide Office Furniture at the Torrance Transit Park and Ride Regional Terminal for the Torrance Transit Department (Torrance Transit System),"
								California","
								08/12/2021","
								09/13/2021"
Brewery Lauter Tun Drainage Byproduct,"
								Virginia","
								08/12/2021","
								08/30/2021"
Runway Weather Information Systems-Service & Calibration,"
								Ohio","
								08/12/2021","
								08/26/2021"
Fire Department Strategic Plan,"
								Massachusetts","
								08/12/2021","
								08/30/2021"
Inmate Security,"
								Alabama","
								08/12/2021","
								08/30/2021"
UPS Replacement Batteries,"
								Missouri","
								08/12/2021","
								08/27/2021"
Trash Can Liners,"
								Missouri","
								08/12/2021","
								08/18/2021"
Improvements to the Borough Hall and OEM Parking Lots Phase 1,"
								New Jersey","
								08/12/2021","
								08/17/2021"
2021 Drainage Structure Local Repairs – Proposal DS-1,"
								Michigan","
								08/12/2021","
								08/30/2021"
Greenspace Maintenance Services Rebid,"
								Massachusetts","
								08/12/2021","
								08/30/2021"
"Solid Waste Disposal and Recycling Services for Gregg County, Texas","
								Texas","
								08/12/2021","
								08/30/2021"
Improvements to the Chestnut Street Parking Lot,"
								New Jersey","
								08/12/2021","
								08/17/2021"
Medical supplies,"
								Ohio","
								08/12/2021","
								08/18/2021"
RFQ-HRA-DEMO FOR 605 STRYKER AVENUE,"
								Minnesota","
								08/12/2021","
								08/27/2021"
Refrigerators - REBID,"
								Ohio","
								08/12/2021","
								08/26/2021"
DCIT Heat Pump Carpenter Shop,"
								South Carolina","
								08/12/2021","
								08/24/2021"
CONSULTING SERVICES TO ASSIST IN SECURING CALEA STATE ASSOCIATION OF CHIEFS OF POLICE ACCREDITATION FOR THE TOMS RIVER POLICE DEPARTMENT - REBID,"
								New Jersey","
								08/12/2021","
								08/25/2021"
Furnish and Deliver Various Audio-Visual Equipment,"
								New Jersey","
								08/12/2021","
								08/17/2021"
VITAL AND LAND RECORDS SOFTWARE MANAGEMENT SYSTEM,"
								Michigan","
								08/12/2021","
								08/30/2021"
fNIRS- Cognitive Neuroscience Laboratory Equipment,"
								California","
								08/12/2021","
								08/28/2021"
PRIVATE COLLECTION AGENCY FOR MUNICIPAL COURT DEBT,"
								New Jersey","
								08/12/2021","
								08/31/2021"
JOHNSON AREA ROADS OVERLAY,"
								Washington","
								08/12/2021","
								08/30/2021"
"RE-BID: Sprinkler: Maintenance, Testing and Repair Services","
								New Jersey","
								08/12/2021","
								08/27/2021"
Parks and Recreation Electric Carts,"
								California","
								08/12/2021","
								08/27/2021"
AE Services - Heating System Upgrades - MT Tech,"
								Montana","
								08/12/2021","
								08/25/2021"
Window Treatments and Related Services,"
								New Jersey","
								08/12/2021","
								08/27/2021"
Office 365 Migration Services,"
								California","
								08/12/2021","
								08/26/2021"
Crushed Gravel,"
								Texas","
								08/12/2021","
								08/30/2021"
REQUEST FOR PROPOSALS FOR WEIGHT ROOM TRAINING EQUIPMENT FOR DISTRICT HIGH SCHOOLS,"
								California","
								08/12/2021","
								08/26/2021"
Educational Consultant,"
								Texas","
								08/12/2021","
								08/26/2021"
"FIRE HOSE NOZZLES, ADAPTORS AND WYES","
								California","
								08/12/2021","
								08/25/2021"
Services for the Emergency Logistics Center,"
								North Carolina","
								08/12/2021","
								08/26/2021"
SO-1761 Welcome Center Sewer Seperation,"
								Michigan","
								08/12/2021","
								08/26/2021"
LASER PRINT CHECK STOCK,"
								California","
								08/12/2021","
								08/24/2021"
L/S Diesel and Gasoline products,"
								Washington","
								08/12/2021","
								08/25/2021"
High Risk Rural Roads Project,"
								Kansas","
								08/12/2021","
								08/31/2021"
2021 FOOD & BEVERAGE CONCESSION SERVICES AND RECREATIONAL EQUIPMENT RENTAL AT HORSESHOE LAKE PARK,"
								Washington","
								08/12/2021","
								08/25/2021"
Welcome Center (Elmhurst Elem) Sewer Separation,"
								Michigan","
								08/12/2021","
								08/26/2021"
VETERINARY DRUGS AND SUPPLIES,"
								Arizona","
								08/12/2021","
								08/24/2021"
Pollution Control Laboratory Specialty Gases,"
								Florida","
								08/12/2021","
								08/20/2021"
Student Transportation Services To And From School,"
								New Jersey","
								08/12/2021","
								08/17/2021"
,,,
HYDRANT PARTS,"
								Ohio","
								08/12/2021","
								08/18/2021"
Special Events - Guardian Shipping Container Ramps,"
								Ohio","
								08/12/2021","
								08/16/2021"
Mechanical Raking of Englewood Beach - Annual,"
								Florida","
								08/12/2021","
								08/23/2021"
HCWP - Folding Cart - R. Miller,"
								Ohio","
								08/12/2021","
								08/18/2021"
2021-2022 Low Voltage Cabling Data Cabling,"
								Georgia","
								08/12/2021","
								08/24/2021"
DPU/Watershed/Pavement Crack Sealing,"
								Ohio","
								08/12/2021","
								08/20/2021"
LARA/BCC Jurisdiction Online - Boiler Inspect. Software ITN,"
								Michigan","
								08/12/2021","
								08/18/2021"
DOW/OPS-Fluke Multimeter 787B,"
								Ohio","
								08/12/2021","
								08/16/2021"
Aloha State Park - Sewer System Upgrades,"
								Michigan","
								08/12/2021","
								09/01/2021"
2021 CFD NON-PA CHAIRS,"
								Ohio","
								08/12/2021","
								08/19/2021"
SMOC FACILITIY/ BOTTLE FILLER,"
								Ohio","
								08/12/2021","
								08/18/2021"
Various Apple products or equivalents,"
								Mississippi","
								08/12/2021","
								08/26/2021"
ITN - CE Roster Software for Continuing Education Tracking,"
								Michigan","
								08/12/2021","
								08/18/2021"
Laminating Film - Annual Bid,"
								Missouri","
								08/12/2021","
								08/25/2021"
Greenhouse Roof Replacement,"
								Kansas","
								08/12/2021","
								08/25/2021"
Air Conditioning at Emerson LMC,"
								Michigan","
								08/12/2021","
								08/31/2021"
2021 Sports Photography Bid Document,"
								Georgia","
								08/12/2021","
								08/19/2021"
"Multiplex Testing Kits - COVID, Influenza A and B","
								Michigan","
								08/12/2021","
								08/25/2021"
SALTING AND PLOWING,"
								New Jersey","
								08/12/2021","
								08/24/2021"
Hangar 755 Re-Roof,"
								Utah","
								08/12/2021","
								09/02/2021"
Phone System,"
								Michigan","
								08/12/2021","
								08/24/2021"
90 Promethean ActivPanels,"
								Mississippi","
								08/12/2021","
								08/23/2021"
Sample Bags DOT Material Management,"
								Ohio","
								08/12/2021","
								08/18/2021"
Water Testing for Lead in Arizona Public Charter Schools,"
								Arizona","
								08/12/2021","
								08/18/2021"
N95 Mask,"
								Missouri","
								08/12/2021","
								08/18/2021"
"Official BMV Seal for BMV 3212 Driver Certification Record. Prints one-sided, in 4-color process ink, laser compatible, no bleeds, on 8.5"" x 11"", 70# white, laser compatible virgin opaque, uncoated text","
								Ohio","
								08/12/2021","
								08/18/2021"
SEWER CLEANOUT,"
								Texas","
								08/12/2021","
								08/17/2021"
VALVE CHECK,"
								Texas","
								08/12/2021","
								08/17/2021"
"MOP 0027 8/21 Motorcycle Ohio Information - 4.25"" x11"". Prints two side, full color, no bleeds on 80# white matte cover, Shrink wrap@ 50/pk","
								Ohio","
								08/12/2021","
								08/17/2021"
Qualified Residential Treatment Program Assessment Services (QRTPA),"
								Mississippi","
								08/12/2021","
								09/03/2021"
